a_Arial, 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111000000000000000000000001111111111000000000000000000000111111111111000000000000000000011110000001110000000000000000000111000000011110000000000000000000000000000011100000000000000000000000000011111000000000000000000000111111111110000000000000000000111111111111100000000000000000011111111000111000000000000000000111000000001110000000000000000011100000000111100000000000000000111000000011111000000000000000001111000001111110000000000000000001111111111111100000000000000000001111111110111000000000000000000001111110001110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
a_Avenir, 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111110000000000000000000000001111111111000000000000000000000011000001110000000000000000000000000000001110000000000000000000000000000001100000000000000000000000000000011000000000000000000000001111111110000000000000000000001111111111100000000000000000000111100000011000000000000000000001100000000110000000000000000000011000000001100000000000000000000110000000111000000000000000000001110000011110000000000000000000001111111101100000000000000000000001111110011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
a_Chalkboard, 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111110000000000000000000000001111111100000000000000000000000111110111000000000000000000000011110001110000000000000000000001111000011100000000000000000000011100000111000000000000000000001111000001110000000000000000000011100000011100000000000000000000111000000111000000000000000000001110000001110000000000000000000011100000001100000000000000000000111000000111100000000000000000001111100111111000000000000000000001111111111111000000000000000000001111111101110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
a_Chalkduster, 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111000000000000000000000000001111111100000000000000000000000011111111000000000000000000000011111000111000000000000000000001111100001111000000000000000000011110000011110000000000000000000111000000111000000000000000000011110000001111100000000000000000111100000011111000000000000000001110000001111110000000000000000011100000011111100000000000000000111000001111111100000000000000000111111111111111100000000000000001111111111001111000000000000000000111111110001111000000000000000001111110000001111100000000000000000000000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
a_Charter, 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111110000000000000000000000001110000111000000000000000000000011000001110000000000000000000001110000001100000000000000000000011100000011000000000000000000000000000001110000000000000000000000000011111100000000000000000000000111100011000000000000000000000111100000110000000000000000000001110000001100000000000000000000111000000011000000000000000000001110000000110000000000000000000001100000001100000000000000000000011100001011000000000000000000000011111000111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
a_Copperplate, 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011110000000000000000000000000000111100000000000000000000000000011111100000000000000000000000000110111000000000000000000000000011101111000000000000000000000000110001110000000000000000000000011100011110000000000000000000000111000011100000000000000000000011111111111000000000000000000000111111111111000000000000000000011100000001110000000000000000000111000000001110000000000000000011100000000011100000000000000000111100000000111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
a_Courier, 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111111100000000000000000000000111111111100000000000000000000001110000011100000000000000000000000000000011000000000000000000000000000000110000000000000000000000011111111100000000000000000000011111111111100000000000000000001110000000110000000000000000000111000000001100000000000000000001110000000011000000000000000000011100000001111000000000000000000111100001111110000000000000000000111111111011111000000000000000000011111000011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
a_Didot, 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100001110000000000000000000000111000001100000000000000000000001110000011000000000000000000000001100000110000000000000000000000000000011100000000000000000000000000010011100000000000000000000000110000110000000000000000000000111000001100000000000000000000001100000011000000000000000000000111000000110000000000000000000001110000011100000000000000000000001110001011100000000000000000000001111100011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
a_Futura, 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111100111100000000000000000001111111101111000000000000000000111111111111110000000000000000011111000111111100000000000000000111100000011111000000000000000011110000000111110000000000000000111100000000111100000000000000001111000000001111000000000000000011110000000011110000000000000000111100000000111100000000000000001111000000011111000000000000000001111000000111110000000000000000011111000111111100000000000000000011111111111111000000000000000000011111111111110000000000000000000001111100111100000000000000000000000000000000000000000000000000000000000000000000000
a_Geneva, 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111111000000000000000000000000111111111100000000000000000000011110000111100000000000000000001111000000111000000000000000000011100000001110000000000000000000000000000001100000000000000000000000000000011000000000000000000000000000111111000000000000000000000011111111110000000000000000000011111110011100000000000000000001111000000111000000000000000000111100000011110000000000000000001110000000111100000000000000000011100000001110000000000000000000111000000111110000000000000000001111000011111100000000000000000001111111110111000000000000000000001111110001110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
